internship_id,Date Time,profile,company,Location,Start Date,Stipend,Duration,Apply by Date,Skills,Eligibility,Perks,Description
2025WSHP0306,2025-09-27 21:23:51,Talent Acquisition,Zypp Electric,Gurgaon,Immediately,"₹ 10,000 - 12,000 /month",4 Months,17 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel",Undergraduate,"Certificate, 5 Days A Week","This Talent Acquisition internship is focused on software and technology, with work aligned to English Proficiency (Spoken), English Proficiency (Written), and MS-Excel. The role is based in Gurgaon and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 4 Months."
2025WSHP0242,2025-09-21 16:13:20,Web Development,LSOYS Games & Apps,Work from home,Immediately,"₹ 1,000 /month",6 Months,Not Available,"Blockchain, Bootstrap, CSS, Digital Marketing, Ethereum, HTML, JavaScript, MEAN",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Web Development internship is focused on software and technology, with work aligned to Blockchain, Bootstrap, CSS, Digital Marketing, Ethereum, and HTML. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0218,2025-09-27 22:54:11,Interior Design,Hrita Solutions Private Limited,Mumbai,Immediately,"₹ 20,000 - 30,000 /month",6 Months,11 Oct' 25,"Adobe Photoshop, AutoCAD, Autodesk 3ds Max, Autodesk Revit, Google SketchUp",Postgraduate & Undergraduate,"Certificate, 5 Days A Week","This Interior Design internship is focused on design and creative work, with work aligned to Adobe Photoshop, AutoCAD, Autodesk 3ds Max, Autodesk Revit, and Google SketchUp. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0771,2025-09-27 21:04:06,Data Entry,Essential Services Outsource,Delhi,Immediately,"₹ 5,000 - 8,000 /month",6 Months,25 Oct' 25,"Content Editing, E-commerce, MS-Excel, Photography",Postgraduate & Undergraduate,Letter Of Recommendation,"This Data Entry internship is focused on data and analytics, with work aligned to Content Editing, E-commerce, MS-Excel, and Photography. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0016,2025-09-27 23:11:11,Front End Development,InstaWeb Labs Private Limited,Mumbai,Immediately,"₹ 10,000 - 15,000 /month",6 Months,8 Oct' 25,"AngularJS, CSS, HTML, JavaScript, Node.js, React, REST API",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Front End Development internship is focused on professional work in the listed internship domain, with work aligned to AngularJS, CSS, HTML, JavaScript, Node.js, and React. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0222,2025-09-21 16:00:29,Lead Generation,Get Structured Consulting Services OPC Private Limited,Work from home,Immediately,"₹ 8,000 - 10,000 /month",4 Months,Not Available,"Business Management, Business Research, Content Marketing, Email Marketing, Market Analysis, Marketing Campaigns, Marketing Strategy",Postgraduate,"Certificate, 5 Days A Week","This Lead Generation internship is focused on professional work in the listed internship domain, with work aligned to Business Management, Business Research, Content Marketing, Email Marketing, Market Analysis, and Marketing Campaigns. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 4 Months."
2025WSHP0603,2025-09-27 22:39:04,Media & Public Relations (PR),Veritas Reputation PR Private Limited,Mumbai,Immediately,"₹ 5,000 - 10,000 /month",2 Months,22 Oct' 25,"Content Writing, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Public Relations, Social Media Marketing",Postgraduate,"Certificate, 5 Days A Week","This Media & Public Relations (PR) internship is focused on professional work in the listed internship domain, with work aligned to Content Writing, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, and Public Relations. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP0513,2025-09-21 16:02:53,Flutter Development,Pragament Tech Solutions Private Limited,Work from home,Immediately,"₹ 1,001 - 5,000 /month",1 Month,Not Available,Flutter,Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Flutter Development internship is focused on professional work in the listed internship domain, with work aligned to Flutter. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 1 Month."
2025WSHP0494,2025-09-21 14:39:23,Sales,AH International Private Limited,Jaipur,Immediately,"₹ 12,000 - 15,000 /month",3 Months,20 Oct' 25,"Client Relationship Management (CRM), Customer Acquisition, Effective Communication, Lead Generation, Negotiation",Undergraduate,"Certificate, Letter Of Recommendation","This Sales internship is focused on sales and business development, with work aligned to Client Relationship Management (CRM), Customer Acquisition, Effective Communication, Lead Generation, and Negotiation. The role is based in Jaipur and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0159,2025-09-27 21:26:28,Architecture,SSDA,Delhi,Immediately,"₹ 8,000 - 10,000 /month",6 Months,16 Oct' 25,"Adobe Photoshop, AutoCAD, Google SketchUp, MS-Office",Postgraduate,Certificate,"This Architecture internship is focused on software and technology, with work aligned to Adobe Photoshop, AutoCAD, Google SketchUp, and MS-Office. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0084,2025-09-21 15:42:44,Project Management,Jarurat Care,Work from home,Immediately,Unpaid,4 Months,5 Oct' 25,"Effective Communication, Email Management, Generative AI Tools, Leadership, MS-Office, Notion, Strategy, Team Management",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, Mentorship","This Project Management internship is focused on professional work in the listed internship domain, with work aligned to Effective Communication, Email Management, Generative AI Tools, Leadership, MS-Office, and Notion. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 4 Months."
2025WSHP0120,2025-09-27 21:45:26,Founders Office,High On Content,Delhi,Immediately,"₹ 2,000 /month",6 Months,8 Oct' 25,"Client Interaction, Effective Communication, English Proficiency (Spoken), Human Resources, Interpersonal skills, Management, Project Management",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This Founders Office internship is focused on professional work in the listed internship domain, with work aligned to Client Interaction, Effective Communication, English Proficiency (Spoken), Human Resources, Interpersonal skills, and Management. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0202,2025-09-27 21:47:17,Market Research,Suspol Technologies Private Limited,Greater Noida,Immediately,"₹ 7,000 - 10,000 /month",3 Months,8 Oct' 25,"Canva, English Proficiency (Spoken), English Proficiency (Written), MS-Office",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Market Research internship is focused on research and analytical work, with work aligned to Canva, English Proficiency (Spoken), English Proficiency (Written), and MS-Office. The role is based in Greater Noida and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0425,2025-09-27 22:32:56,Administration,Sunday Bricks Edu Services,Thane,Immediately,"₹ 10,000 - 15,000 /month",6 Months,22 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This Administration internship is focused on professional work in the listed internship domain, with work aligned to English Proficiency (Spoken), English Proficiency (Written), MS-Excel, and MS-Office. The role is based in Thane and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0071,2025-09-21 14:51:32,Backend Development,Lawtech,Work from home,Immediately,"₹ 12,000 /month",6 Months,20 Oct' 25,"Claude, C Programming, Django, HTML, Java, Kaggle, LLM evaluation",Postgraduate & Undergraduate,Not Available,"This Backend Development internship is focused on software and technology, with work aligned to Claude, C Programming, Django, HTML, Java, and Kaggle. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0035,2025-09-27 23:12:07,Social Media,NoFluff,Mumbai,Immediately,"₹ 8,000 - 15,000 /month",6 Months,14 Oct' 25,"Copywriting, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Written), Social Media Marketing",Undergraduate,"Letter Of Recommendation, 5 Days A Week","This Social Media internship is focused on marketing and growth, with work aligned to Copywriting, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Written), and Social Media Marketing. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0369,2025-09-27 21:08:11,Creative Design,SG Printopack LLP (DISPOSE EASY),Gurgaon,Immediately,"₹ 7,000 - 12,000 /month",2 Months,24 Oct' 25,"Adobe Photoshop, ChatGPT, CorelDRAW, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Creative Design internship is focused on design and creative work, with work aligned to Adobe Photoshop, ChatGPT, CorelDRAW, English Proficiency (Spoken), English Proficiency (Written), and Social Media Marketing. The role is based in Gurgaon and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP0914,2025-09-21 14:50:21,Python Development,EvoNexis,Work from home,Immediately,"₹ 10,000 - 20,000 /month",3 Months,21 Oct' 25,"CSS, Django, Flask, HTML, Python, REST API",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Python Development internship is focused on software and technology, with work aligned to CSS, Django, Flask, HTML, Python, and REST API. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0011,2025-09-27 22:38:41,Fashion Design,HB Designs Reborn,Mumbai,Immediately,"₹ 3,000 /month",3 Months,22 Oct' 25,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, Fashion Designing",Postgraduate & Undergraduate,Certificate,"This Fashion Design internship is focused on design and creative work, with work aligned to Adobe Illustrator, Adobe Photoshop, CorelDRAW, and Fashion Designing. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0055,2025-09-28 10:04:54,Accounts,SDSR Consultancy Services Private Limited,Kolkata,Immediately,"₹ 10,000 - 15,000 /month",1 Month,24 Oct' 25,"Accounting, English Proficiency (Spoken), Interpersonal skills, MS-Excel, MS-Office",Postgraduate,Certificate,"This Accounts internship is focused on professional work in the listed internship domain, with work aligned to Accounting, English Proficiency (Spoken), Interpersonal skills, MS-Excel, and MS-Office. The role is based in Kolkata and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 1 Month."
2025WSHP0210,2025-09-21 15:38:37,International Business Development,Udaghosh Social Welfare Society,Work from home,Immediately,"₹ 2,000 - 5,000 /month",3 Months,8 Oct' 25,Effective Communication,Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This International Business Development internship is focused on sales and business development, with work aligned to Effective Communication. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0789,2025-09-21 16:18:03,Product Management,Global Groupware Solutions Limited,Work from home,Immediately,"₹ 25,000 - 35,000 /month",6 Months,4 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written), Product Lifecycle Management(PLM), Product Management",Undergraduate,"Certificate, Mentorship, 5 Days A Week","This Product Management internship is focused on professional work in the listed internship domain, with work aligned to English Proficiency (Spoken), English Proficiency (Written), Product Lifecycle Management(PLM), and Product Management. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0337,2025-09-21 15:27:01,Teaching,BrainVine Classes,Work from home,Immediately,"₹ 2,200 - 4,800 /month",1 Month,10 Oct' 25,"Coordination, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Online Teaching, Problem Solving, Teaching",Undergraduate,"Certificate, Flexible, Letter Of Recommendation","This Teaching internship is focused on professional work in the listed internship domain, with work aligned to Coordination, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), and Online Teaching. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 1 Month."
2025WSHP0005,2025-09-27 23:04:19,Client Servicing,ABEC Limited (Asian Business Exhibitions And Conferences),Mumbai,Immediately,"₹ 10,000 - 15,000 /month",1 Month,2 Oct' 25,English Proficiency (Spoken),Postgraduate,Certificate,"This Client Servicing internship is focused on professional work in the listed internship domain, with work aligned to English Proficiency (Spoken). The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 1 Month."
2025WSHP0116,2025-09-27 20:12:44,Brand Management,Ergode IT Services Private Limited,Bangalore,Immediately,"₹ 8,000 - 10,000 /month",6 Months,24 Oct' 25,"E-commerce, Effective Communication, Market Analysis, Marketing, Marketing Campaigns, Market research",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Brand Management internship is focused on marketing and growth, with work aligned to E-commerce, Effective Communication, Market Analysis, Marketing, Marketing Campaigns, and Market research. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0149,2025-09-21 15:12:49,Data Analytics,Innovexis,Work from home,Immediately,"₹ 15,000 - 25,000 /month",3 Months,16 Oct' 25,"Data Analytics, Data Science, MS-Excel, Power BI, Python, SQL",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Data Analytics internship is focused on data and analytics, with work aligned to Data Analytics, Data Science, MS-Excel, Power BI, Python, and SQL. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
